Rank,Method,WSADE,ADEv,ADEp,ADEb,WSFDE,FDEv,FDEp,FDEb
1361,star,1.54,2.5644,0.9473,2.1714,2.8602,4.6324,1.8029,4.0366
1415,testSubmission1,1.5955,3.3169,0.7542,2.2486,3.0556,6.5377,1.427,4.1836
1136,dksfgjlk,1.3615,2.1403,0.8887,1.9001,2.4251,3.7161,1.6163,3.3836
1644,Dtest2,4.474,8.1509,2.5675,6.1575,8.2031,14.6223,4.88,11.1283
1285,flaskwwwvvv,1.4506,3.0917,0.7449,1.8193,2.6791,5.5514,1.4354,3.3466
1216,iiiasdasfip,1.4043,2.154,0.9883,1.8193,2.6046,3.8136,1.9062,3.3466
1000,ORIG500,1.3197,2.3225,0.756,1.894,2.4618,4.1872,1.4356,3.5986
1426,T6_GCNTest,1.6228,2.8942,0.9783,2.1662,3.0413,5.2511,1.9047,4.0291
1217,zsqflsjdkljpp,1.4051,2.154,0.9883,1.823,2.6044,3.8136,1.9062,3.346
1406,sbi-gan,1.5848,3.043,0.9836,1.844,2.7784,5.0913,1.7264,3.4491
1033,Model4,1.3286,2.3933,0.7521,1.8807,2.4824,4.3461,1.4261,3.5731
1439,apok10,1.6308,2.6894,0.9829,2.3767,3.1455,4.893,2.0334,4.4889
1623,BASETP1,3.1812,2.154,4.0495,1.8259,4.0706,3.8136,4.4338,3.3468
1613,gogogo,2.8535,4.9737,1.6675,4.0526,3.7378,6.3365,2.2646,5.2593
1395,base_fix_fc_enc1018,1.5792,2.7515,0.9866,2.076,2.9267,5.1144,1.8001,3.908
1581,noro1,1.98,3.8217,1.0098,2.8636,3.7772,7.0845,2.0084,5.4336
1611,eu-n-n,2.771,6.4041,1.0399,4.0322,5.2623,11.867,2.0463,7.7365
1726,LSTM_BASE2,98.2775,97.001,99.2898,96.7692,98.4525,97.1473,99.7043,96.3387
1493,apok1,1.695,2.8395,1.0219,2.4293,3.2495,5.1208,2.0646,4.6722
1474,baba19,1.6674,3.0339,0.996,2.1954,3.1679,5.5619,1.9868,4.1052
1419,dyint_noheading_20,1.6041,2.7791,1.0062,2.1122,3.0094,5.155,1.895,3.9969
1740,LSTM_BASE,99.96,100,100,99.8182,99.9524,100,100,99.7835
1272,kkksl_ss,1.4381,2.2658,0.9883,1.8716,2.6642,4.0256,1.9062,3.4251
1558,vi_cut_model_m1_4_e8_dp,1.8,3.1172,1.0105,2.6838,3.2633,5.4716,1.8591,4.9578
1427,MS1_debug,1.6228,2.8942,0.9783,2.1662,3.0413,5.2511,1.9047,4.0291
1477,centerbig10,1.6724,2.9263,1.01,2.2789,3.1713,5.2954,2.0221,4.2702
1569,kamtest,1.899,4.1195,1.1137,1.9506,3.1567,7.4419,1.439,3.7897
1363,test3,1.5408,2.8547,0.8292,2.2222,2.9798,5.3561,1.6468,4.3338
1234,msformer_102,1.4115,2.4409,0.8152,2.0478,2.6311,4.3944,1.5873,3.7798
1534,eu-y-y-2,1.7468,2.8294,1.1032,2.4595,3.3759,5.1523,2.2887,4.6273
1312,NWSTS,1.471,2.6,0.8594,2.0569,2.7507,4.7115,1.6505,3.8689
1376,ctpi,1.5599,2.2238,0.9836,2.4758,2.7028,4.0182,1.7264,4.0812
1596,lanni-102-54,2.2732,3.9187,1.3848,3.1194,4.1713,7.0121,2.6064,5.7143
1094,cnbj,1.3474,2.1917,0.8345,1.932,2.4231,3.8481,1.5535,3.4201
1586,test7,2.0579,3.7247,1.3873,2.3104,3.5734,6.3719,2.3833,4.1668
1086,StarNet-NS(Intp),1.3438,2.3801,0.7928,1.8545,2.4909,4.2806,1.5167,3.4323
1580,sggm2,1.9746,3.513,1.1159,2.84,3.627,6.3515,2.0692,5.2571
1360,lanni-406-186,1.5336,2.7576,0.8836,2.1343,2.8429,4.9174,1.7151,3.9302
1303,ff_p1_T,1.4625,3.0917,0.7509,1.8573,2.701,5.5514,1.4443,3.4228
1401,Base2,1.5848,2.8809,0.9447,2.0939,2.9695,5.2471,1.8413,3.8734
1006,GCN2222,1.3212,2.147,0.8349,1.8526,2.4731,3.8401,1.6245,3.4676
1015,26_121,1.3248,2.1601,0.8156,1.9077,2.4855,3.915,1.5554,3.6382
1135,TGNet_v_1,1.3611,2.5368,0.7538,1.8933,2.5198,4.5472,1.4561,3.481
1492,scencese,1.6909,3.6587,0.7849,2.2907,3.386,7.7164,1.5262,4.3526
1115,aaaa,1.3542,2.3469,0.7727,1.9849,2.5204,4.2242,1.489,3.6905
1697,baselinenet,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1421,local_lstm3,1.6043,2.9663,0.9346,2.1316,3.0101,5.3809,1.8501,3.9128
1063,rabbit,1.338,2.2396,0.7968,1.9451,2.5172,4.1042,1.5359,3.6617
1722,lstm100,52.8955,42.4431,51.9931,64.7767,66.5688,54.1096,61.1622,92.1491
1247,ff_ev_T1,1.4253,2.2175,0.9883,1.8573,2.6539,3.9763,1.9062,3.4228
1529,modelk28,1.7372,2.865,1.1236,2.3294,3.3512,5.1735,2.3463,4.3438
1105,sallio1,1.3503,2.4161,0.7769,1.8929,2.4408,4.2839,1.4584,3.3552
1147,kuch bhi,1.3692,2.2834,0.814,2.0017,2.5842,4.179,1.593,3.7477
1456,noroa-nom,1.6433,2.6887,0.9887,2.4189,3.1702,4.9093,2.0349,4.5823
1355,mmcclstm1,1.5231,2.0938,1.2403,1.7497,2.9343,3.7761,2.5112,3.2844
1679,216-8,16.8074,20.2568,15.376,17.4455,6.8184,13.0583,3.6184,9.5821
1616,g_dw_l12,2.9982,4.3089,2.1507,4.0409,5.4686,7.6177,4.0428,7.2736
1658,ly810,6.7308,9.7691,4.6776,9.3818,10.3047,14.9231,7.0963,14.5646
1320,ggggggvv1,1.4751,3.0917,0.7715,1.8605,2.7093,5.5514,1.4683,3.3973
1103,Model_1,1.3493,2.1899,0.8648,1.8624,2.5375,3.9392,1.6955,3.4829
1194,24_270,1.3933,2.2938,0.8668,1.9628,2.6309,4.215,1.6504,3.7759
1039,Kam01,1.3304,2.2013,0.8361,1.8419,2.5094,3.9713,1.6384,3.4767
1682,GGG_LM1,18.9512,16.2272,18.2676,23.2298,22.9254,21.7489,21.805,26.9488
1447,tty61,1.6357,2.5352,1.082,2.2778,3.2306,4.5939,2.3207,4.3901
1133,Kam_16_3,1.3605,2.4218,0.7853,1.9119,2.5249,4.3408,1.4977,3.5823
1324,TypeL64New99,1.4779,2.6798,0.8292,2.0956,2.8296,5.2511,1.574,3.9383
1123,Expt_54,1.3579,2.1024,0.929,1.8116,2.5693,3.8321,1.8264,3.3797
1717,943943,38.0301,37.6339,37.9625,38.5687,37.5766,38.3531,36.9646,38.4841
1730,Vi_model_m1_4_gt_rm,98.8108,99.1046,98.8249,98.5064,98.7104,99.0363,98.7292,98.3646
1640,l1gcn,4.1129,7.5672,2.341,5.6442,7.5886,13.626,4.4561,10.3585
1511,26_242,1.7109,3.056,0.9987,2.3658,3.3626,5.9465,1.9983,4.6102
1277,baseline_E1,1.4432,2.6371,0.8202,2.0003,2.6559,4.7305,1.563,3.651
1495,qiu-apo,1.6952,3.1323,0.9096,2.4598,3.1923,5.7328,1.7772,4.6135
1228,27_284,1.4086,2.4475,0.8235,2.0069,2.6398,4.43,1.5989,3.7566
1724,tf_normal,78.8008,66.0919,89.2711,62.7509,79.063,65.7268,89.8697,62.6963
1007,gate_v1_17,1.3213,2.2771,0.7596,1.9334,2.4802,4.0882,1.4655,3.6933
1042,joint_v2_16,1.331,2.2673,0.7675,1.9652,2.488,4.0492,1.4806,3.7244
1728,sg-ty2,98.2826,97.0113,99.2912,96.7792,98.4631,97.1715,99.7077,96.3561
1203,st-lstm1,1.3978,2.2323,0.9426,1.8391,2.5026,4.0125,1.6382,3.4089
1607,ARight_p2,2.5251,5.3295,0.7102,4.7602,3.4891,7.0524,1.3658,5.8477
1508,lanni-00-00,1.7098,3.2411,0.8931,2.471,3.1666,5.8367,1.7062,4.5896
1638,20220909001,3.9723,3.4042,4.285,3.6644,4.7972,5.6457,4.5877,4.5781
1557,2-ab-s,1.7986,3.0458,1.0682,2.5906,3.3754,5.4313,2.1009,4.8663
1139,conv_w289,1.3629,2.3679,0.7957,1.9445,2.5607,4.284,1.5392,3.6871
1531,vi_cut_model_m1_4_e12_dp,1.7415,2.9617,1.0127,2.5534,3.1233,5.1116,1.9103,4.5138
1423,apo-ori-t-m,1.6132,2.7804,0.9407,2.325,3.0582,4.9973,1.8734,4.4188
1337,qiu1117,1.4858,2.7006,0.8295,2.1115,2.771,4.8794,1.5908,3.9655
1441,tty77,1.6315,2.6357,1.0002,2.3828,3.141,4.7709,2.0561,4.5196
1001,TP_RRLSTM,1.3198,2.2916,0.778,1.8648,2.4322,4.0884,1.4893,3.4125
1618,gdw12,3.023,4.7411,2.105,3.8811,5.5471,8.4801,4.0037,6.9496
1737,revision1_1s,99.8553,99.8317,99.9087,99.736,100,100,100,100
1131,test_st16,1.3596,2.4233,0.7577,1.9796,2.5598,4.4401,1.4636,3.7406
1082,grip100,1.343,2.2303,0.8323,1.8827,2.4819,3.9981,1.5819,3.4763
1636,sg-ty7,3.9589,4.9774,3.5091,4.2189,7.3602,8.7833,6.7718,7.6176
1289,panda_p21,1.4527,2.2884,0.9883,1.9175,2.6974,4.0565,1.9062,3.5476
1374,mid4,1.5581,2.6254,0.9222,2.2645,2.9721,4.7287,1.8683,4.285
1315,tncnet_cas_ev,1.4721,3.0917,0.7538,1.8933,2.7206,5.5514,1.4561,3.481
1173,vi_model_m3_3_e5,1.3843,2.3739,0.8114,1.9952,2.5426,4.2118,1.5492,3.6441
1481,cas9,1.6752,3.089,0.9689,2.2522,3.1674,5.6274,1.9389,4.1699
1604,TP-GAT-4,2.466,4.547,1.3047,3.6359,3.6978,6.5649,2.0465,5.445
1321,gripori3,1.4751,2.554,0.8909,2.0344,2.7598,4.6121,1.7046,3.8576
1601,sgnet_cvae,2.4392,3.5828,1.4795,3.9298,4.4435,6.5416,2.783,6.9138
1408,bi-lstm,1.5863,3.043,0.9836,1.8508,2.7877,5.0913,1.7264,3.4916
1704,test_1,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1535,eu-y-y3,1.7468,2.8294,1.1032,2.4595,3.3759,5.1523,2.2887,4.6273
1654,qiujia-spo-1,5.1671,9.7317,2.6903,7.5473,9.3959,17.3856,5.0466,13.5991
1612,r00000,2.8351,6.5774,1.0551,4.1259,5.3791,12.2037,2.078,7.8779
1437,eu-t-m,1.6303,2.6904,0.9931,2.3466,3.1372,4.8809,2.046,4.4286
1434,s-apo-2,1.6291,2.9237,0.9509,2.2403,3.08,5.2953,1.8746,4.2441
1451,notrans-nom,1.6407,2.7466,0.9752,2.39,3.1577,5.0196,1.9827,4.5629
1687,hhnet,23.2165,23.1103,21.3093,28.3409,42.487,44.406,38.7759,50.5264
1523,vi_cut_model_m1_4_e11,1.7297,3.0107,0.9532,2.6122,3.0986,5.1542,1.7541,4.7745
1412,tty66,1.5941,2.6751,0.9407,2.3341,3.0242,4.8061,1.8807,4.419
1137,24_208,1.3628,2.2498,0.83,1.9612,2.5694,4.0982,1.5841,3.777
1476,s-apo-7,1.6708,2.976,0.9603,2.3574,3.1145,5.369,1.8409,4.4226
1071,TGnet_o_21,1.341,2.2698,0.8112,1.8933,2.4856,4.0677,1.5625,3.481
1085,TGNet_o_2,1.3437,2.2698,0.7538,2.0572,2.4969,4.0677,1.4561,3.8128
1253,gripmm,1.4302,2.4541,0.8564,2.0121,2.6935,4.4445,1.6526,3.8457
1645,Dtest3,4.532,8.2168,2.5689,6.3575,8.1326,14.4004,4.7267,11.414
1677,Vi_model_m1_4_gt_mv_error,15.2446,15.2686,15.2434,15.2261,15.2827,15.3082,15.1899,15.5041
1332,msformer,1.4833,2.6225,0.8619,2.0857,2.8408,4.8374,1.7095,4.0083
1595,lanni-102-35,2.2682,3.9073,1.3744,3.1345,4.1592,6.995,2.5882,5.7228
1510,st-lstm-p64,1.7101,3.833,0.7551,2.2977,3.2354,7.1439,1.4489,4.3922
1576,1130-2,1.9393,3.3071,1.1892,2.6736,3.5296,5.7909,2.2721,4.7889
1505,test111111111111111,1.7041,2.8301,1.1147,2.2344,3.3754,5.2473,2.3573,4.3578
1542,modelk19,1.7607,2.8528,1.1321,2.4252,3.4096,5.1543,2.3366,4.6523
1620,hale,3.1246,2.0252,4.0448,1.6982,3.6972,2.9514,4.4207,2.4676
1084,TGNet_v_2,1.3437,2.2698,0.7538,2.0572,2.4969,4.0677,1.4561,3.8128
1681,GCNLSTM,18.9512,16.2272,18.2676,23.2298,22.9254,21.7489,21.805,26.9488
1208,Separate Solo-Models,1.3982,2.3968,0.8033,2.0587,2.6408,4.359,1.5535,3.9454
1308,qqqqq_ev2,1.4672,3.0917,0.7462,1.8911,2.708,5.5514,1.4356,3.4777
1075,bigat,1.3416,2.2937,0.7907,1.9282,2.5294,4.1711,1.5214,3.6946
1720,base229,44.1617,39.9669,44.8989,46.0316,51.4534,53.7922,48.1789,57.9601
1546,xzcvxcvzxcv,1.773,3.6134,0.8779,2.4595,3.3684,7.0326,1.6528,4.5601
1577,SGANres1,1.9563,3.1546,1.326,2.5288,3.5911,5.6628,2.4468,4.7246
1488,apok19,1.685,2.7378,1.041,2.4258,3.279,4.9962,2.176,4.6257
1302,base_vvT,1.4619,3.0917,0.7484,1.8612,2.7014,5.5514,1.4409,3.4336
1049,gripgatxing-dropout-e16,1.3346,2.3978,0.7698,1.8572,2.4917,4.3531,1.4685,3.497
1311,qqqqqevn,1.4705,3.0917,0.7508,1.8939,2.722,5.5514,1.4453,3.5156
1587,CCCC,2.0988,3.2376,1.4544,2.7625,3.912,5.8164,2.7798,5.1654
1101,Type64New70,1.3491,2.3436,0.7868,1.9276,2.518,4.2574,1.5073,3.6015
1022,joint_v2_20,1.3258,2.2474,0.7764,1.9363,2.4994,4.0338,1.5083,3.7174
1547,vi_cut_model_m1_4_e4_dp,1.773,3.0194,0.9945,2.6925,3.2046,5.2379,1.8387,4.9572
1460,lanni-03-61,1.6485,2.5917,1.0616,2.3385,3.0973,4.6852,2.0558,4.3995
1453,dyint_noheading_100,1.6421,2.9256,0.9976,2.1743,3.0092,5.2886,1.832,4.0405
1619,TPSDDpv3,3.1202,2.0396,4.0276,1.7103,3.7141,2.9514,4.4499,2.4676
1044,validate,1.3318,2.3975,0.7857,1.8028,2.418,4.2616,1.4778,3.2205
1627,e00000,3.2365,7.2173,1.2948,4.7365,6.1595,13.3428,2.6075,8.9935
1668,216-9,13.8136,16.3298,13.0127,13.6377,5.8618,11.4028,3.0871,8.1396
1319,cas_tcnnet_ev1,1.4743,3.0917,0.7684,1.8651,2.7127,5.5514,1.4691,3.4107
1274,lanni-2001-20,1.4392,2.5252,0.8454,2.0172,2.6962,4.601,1.6273,3.7827
1339,qiu119,1.4858,2.7006,0.8295,2.1115,2.771,4.8794,1.5908,3.9655
1655,inputs,5.2177,9.982,2.5303,7.9713,9.7383,18.3297,4.8222,14.8887
1235,ms102,1.4115,2.4409,0.8152,2.0478,2.6311,4.3944,1.5873,3.7798
1608,GCNv1apwnet,2.5323,5.3457,0.7092,4.7812,3.2746,7.1886,0.8785,6.0335
1507,mmclstm2,1.7079,3.0259,1.2403,1.7425,3.1897,5.0692,2.5112,3.2697
1514,center-30,1.7145,2.7912,1.0853,2.3944,3.2694,5.0202,2.1895,4.5247
1047,ssddq149,1.3342,2.2961,0.7968,1.8763,2.5073,4.1703,1.5311,3.5693
1177,24_259,1.3851,2.2734,0.8577,1.9679,2.616,4.1364,1.6577,3.7602
1702,test2020,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1169,28_295,1.3808,2.4437,0.8176,1.8994,2.6122,4.4739,1.5977,3.5944
1273,lanni-41-73,1.4385,2.5145,0.823,2.083,2.6915,4.5685,1.5761,3.9259
1093,24_233,1.3471,2.2103,0.813,1.9705,2.5303,3.9808,1.5532,3.7878
1298,tcnnet_lstm_ev,1.4583,3.0917,0.7482,1.8456,2.699,5.5514,1.4454,3.411
1191,msformer_frame26,1.3904,2.4757,0.7705,2.0381,2.6491,4.5837,1.5018,3.9151
1368,ncai,1.5531,2.1895,0.9836,2.4758,2.6877,3.9426,1.7264,4.0812
1197,27_264,1.3948,2.4208,0.8199,1.9779,2.6129,4.3655,1.5783,3.7472
1713,Grip_type_nohead,28.8334,29.9649,28.0737,29.8076,29.1621,32.302,27.5094,30.6646
1734,GRIP-2S,99.7434,99.6583,99.8575,99.5199,100,100,100,100
1201,msformer_frame,1.3973,2.4912,0.7989,1.9805,2.6295,4.5547,1.5463,3.7349
1161,Expt63,1.3769,2.3806,0.8043,1.974,2.6231,4.3192,1.5967,3.7873
1314,tncnet_cas_ep,1.4721,3.0917,0.7538,1.8933,2.7206,5.5514,1.4561,3.481
1110,sdafdsfff,1.3536,2.2133,0.8555,1.8854,2.4165,3.8222,1.5823,3.3378
1709,lyly7,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1738,Spooling,99.9587,100,100,99.8121,99.9536,100,100,99.7889
1605,nozo1,2.5168,5.798,0.9717,3.6073,4.8463,10.9625,1.9116,7.0229
1239,xzcstar,1.4154,2.3192,0.8861,1.989,2.5684,4.0606,1.6669,3.5887
1584,test5,2.0567,3.7247,1.3873,2.3053,3.5734,6.3719,2.3833,4.1668
1100,lastlstm,1.3485,2.1006,0.8724,1.9199,2.4287,3.6581,1.6292,3.4189
1060,st-lstm-p05,1.3377,2.5358,0.7004,1.9286,2.4808,4.5779,1.3288,3.6114
1031,mid22,1.3277,2.3609,0.7478,1.9173,2.4861,4.2504,1.4496,3.6149
1468,test-lstm,1.6609,3.0598,0.9732,2.2021,3.1021,5.537,1.9104,4.0304
1525,vi_cut_model_m1_4_e20_dp,1.7339,2.9714,1.0224,2.4847,3.1027,5.1281,1.9103,4.4051
1570,kam1820,1.905,3.393,1.1126,2.6414,3.413,5.7715,2.092,4.7514
1566,S-Pooling-RES,1.8922,2.9456,1.2856,2.5337,3.4024,5.2802,2.324,4.5384
1224,27_295,1.4075,2.441,0.8272,1.9978,2.629,4.4204,1.5957,3.7246
1151,vi_model_3_e13,1.3707,2.3061,0.8084,2.0029,2.5194,4.097,1.5333,3.6851
1621,TP_v1sdd,3.1246,2.0252,4.0448,1.6982,3.6972,2.9514,4.4207,2.4676
1457,eu-n-y,1.6443,2.6413,1.0229,2.3763,3.1978,4.7816,2.1445,4.535
1449,sadfasdfzx,1.6399,3.4298,0.7766,2.2887,3.2203,7.0785,1.4846,4.289
1656,STS,5.2404,9.6302,2.8983,7.4243,9.1521,17.1816,4.7774,13.386
1742,43epoch,136.7913,133.4825,138.8037,134.4941,98.6967,97.7906,98.9251,98.9182
1729,lanni-406-1,98.46,98.709,98.541,98.02,98.5512,98.9651,98.5477,98.1843
1650,s-apo-9,4.6701,9.165,2.2415,6.9863,8.6457,16.7095,4.2474,12.9107
1565,e-yes-no,1.8663,3.5022,0.9194,2.8756,3.5523,6.5016,1.7977,5.497
1390,bisgan-1,1.5729,3.0259,0.9786,1.8188,2.7617,5.0692,1.7145,3.4247
1663,20220908011,7.3944,10.3325,5.8618,8.7637,10.8056,18.0378,7.1345,13.909
1104,conv184,1.3494,2.376,0.7714,1.9401,2.5182,4.2834,1.4858,3.6354
1307,wcznetv,1.4657,3.0917,0.7448,1.888,2.7047,5.5514,1.4316,3.4731
1292,test_8.23,1.4551,2.451,0.8926,2.0325,2.679,4.3714,1.6882,3.7524
1140,Rapid,1.3636,2.2531,0.8136,2.0048,2.5669,4.1159,1.6016,3.7035
1400,BASE,1.5848,2.8809,0.9447,2.0939,2.9695,5.2471,1.8413,3.8734
1284,vi_model_m4_3_e4,1.4496,2.4058,0.8667,2.1171,2.6896,4.2589,1.683,3.9165
1340,qiu-aaaa,1.4858,2.7006,0.8295,2.1115,2.7709,4.8794,1.5908,3.9654
1261,gggggpp,1.4344,2.2438,0.9883,1.8745,2.6406,3.9203,1.9062,3.4135
1250,trzcxvl,1.4257,2.2043,0.9544,1.9603,2.5041,3.8208,1.7006,3.4252
1262,EasyCase3,1.4348,2.4338,0.8563,2.0519,2.6719,4.3767,1.6348,3.8564
1513,modelk22,1.7132,2.8172,1.0717,2.4007,3.2861,5.0431,2.2145,4.5139
1455,cripmmm,1.6429,2.6132,1.0736,2.2616,3.1728,4.7668,2.1814,4.3376
1116,jointStar,1.3543,2.2903,0.8081,1.9432,2.5619,4.1669,1.5831,3.6835
1429,base_fix_ph_enc,1.6255,2.9168,0.9565,2.2154,2.9716,5.2434,1.7544,4.1152
1058,lanni-f2,1.3374,2.3493,0.7848,1.8742,2.48,4.2443,1.4875,3.4927
1519,jlkjlkxzcv,1.7226,3.5394,0.8497,2.3723,3.3155,7.1291,1.6018,4.3667
1648,29_298,4.6601,9.0766,2.2764,6.9296,8.636,16.5496,4.3219,12.8155
1051,26_295,1.335,2.2537,0.7889,1.9397,2.5349,4.0926,1.5443,3.7304
1378,mid3,1.5614,2.6438,0.926,2.2527,2.9536,4.7772,1.8427,4.2247
1279,tcnnet_cas_ep2,1.4437,2.2698,0.9883,1.8933,2.685,4.0677,1.9062,3.481
1409,ssssr,1.5904,3.333,0.7508,2.2197,3.0789,6.6303,1.4406,4.1696
1322,RTnet_ev,1.4758,3.1011,0.7634,1.8765,2.7212,5.5775,1.461,3.447
1625,mid45t,3.2158,5.3092,1.898,4.7867,6.6057,10.0491,4.2262,9.7485
1692,May3_15_18,26.541,26.5698,28.8758,20.3593,51.2734,55.7004,54.8999,37.6883
1532,cas0,1.7454,3.0382,1.0703,2.3501,3.3659,5.3346,2.2463,4.5277
1512,26_237,1.7121,3.0673,0.9862,2.3939,3.3603,5.939,1.9782,4.6596
1375,mmplstm2,1.5592,3.043,0.6999,2.4758,2.6925,5.0913,1.3386,4.0812
1403,bs-lstm,1.5848,2.8809,0.9447,2.0939,2.9695,5.2471,1.8413,3.8734
1410,jlldd,1.5935,3.404,0.7573,2.1521,3.1102,6.8565,1.4571,4.0627
1323,constant_v,1.4762,2.6454,0.8547,2.0519,2.7601,4.7944,1.6428,3.8564
1660,ly5212,6.9383,10.0549,4.8718,9.5531,10.5373,15.3006,7.3038,14.7316
1672,Public Baseline,15.2412,15.2554,15.2434,15.2225,15.2581,15.2141,15.1899,15.4781
1066,Kam_16,1.3386,2.3028,0.7936,1.8988,2.5391,4.1731,1.5658,3.6194
1028,29_242,1.327,2.1999,0.8291,1.8461,2.4898,3.9883,1.6117,3.4426
1606,TP_v2sdd,2.5198,5.3374,0.6876,4.7886,3.3778,7.0696,1.1179,5.9797
1351,vi_model_m2_3_e0,1.51,2.6671,0.8658,2.1566,2.7445,4.6742,1.6309,3.9263
1442,bsbdj-1,1.6325,2.7196,1.0025,2.3053,2.8973,4.7892,1.8332,3.9827
1384,bisgan3,1.5681,3.0259,0.9786,1.7969,2.7516,5.0692,1.7145,3.379
1450,4-ab-s,1.6406,2.7625,0.9698,2.389,3.1167,4.9886,1.9427,4.51
1195,msformer_33,1.3941,2.4332,0.7901,2.0418,2.6015,4.4097,1.5215,3.8048
1290,staticpnet,1.4529,2.2882,0.9883,1.9185,2.6973,4.0524,1.9062,3.551
1541,vi_cut_model_m1_4_e10_dp,1.7583,2.9569,1.0354,2.5745,3.1725,5.0888,1.9553,4.6395
1330,const,1.4827,2.6736,0.8561,2.0519,2.7747,4.8673,1.6428,3.8564
1122,lanni-2000-1,1.3571,2.4064,0.7789,1.9275,2.5366,4.3659,1.4943,3.6214
1180,vi_model_m2_3_e5,1.3875,2.385,0.8188,1.9802,2.5658,4.2624,1.5597,3.6757
1038,jvjvj,1.3303,2.2504,0.7942,1.9071,2.4942,4.0914,1.536,3.5683
1193,method1,1.3919,2.2509,0.8888,1.9373,2.5359,4.0307,1.6439,3.5288
1159,ssddq,1.3747,2.3021,0.827,1.9756,2.5834,4.1982,1.5937,3.7245
1405,ARight_np,1.5848,2.8809,0.9447,2.0939,2.9695,5.2471,1.8413,3.8734
1111,vvvvvvvvv,1.3539,2.1848,0.8628,1.8933,2.4059,3.7344,1.586,3.3596
1326,gtipm8,1.4781,2.5947,0.8642,2.0815,2.7512,4.6931,1.6404,3.9145
1050,xriver007_my16_67,1.3348,2.3859,0.7608,1.8924,2.4957,4.3163,1.4619,3.5662
1248,vae_,1.4253,2.4378,0.8733,1.96,2.6333,4.3529,1.6635,3.6266
1554,vi_cut_model_m1_4_e56_dp,1.7823,2.9756,1.028,2.6863,3.1965,5.1436,1.9216,4.7873
1269,Kalman_2,1.4375,2.5674,0.8118,2.0597,2.6746,4.6201,1.5654,3.8302
1141,jkvhd3,1.3641,2.1582,0.8669,1.9531,2.4032,3.6859,1.5782,3.4122
1260,origin_300,1.4338,2.402,0.8867,1.996,2.7073,4.2945,1.7472,3.7957
1343,EC3_1heading,1.4935,2.4386,0.8875,2.2319,2.7232,4.3847,1.6951,3.9233
1188,TP-GAT-3,1.3894,2.3622,0.8288,1.983,2.6342,4.2785,1.6285,3.791
1386,tty90,1.5682,2.7126,0.9158,2.248,2.963,4.8763,1.8104,4.2624
1225,tty-at,1.4081,2.6225,0.7699,1.9866,2.6341,4.7494,1.4953,3.7136
1673,323424,15.2412,15.2554,15.2434,15.2225,15.2581,15.2141,15.1899,15.4781
1310,staticpnet1,1.4692,3.0917,0.7618,1.8593,2.7032,5.5514,1.4562,3.4014
1502,26_255,1.7034,3.116,0.9591,2.3815,3.3542,6.0694,1.9112,4.6901
1639,20220909002,3.9765,3.42,4.2872,3.6635,4.806,5.677,4.5925,4.5771
1242,own_model(2)_200,1.4223,2.5604,0.8161,1.9858,2.7188,4.8156,1.5747,3.8291
1154,msformer_frame_conv_sc19,1.3713,2.4285,0.7927,1.9356,2.5936,4.4387,1.5633,3.6327
1328,grip_rsg,1.4803,2.5832,0.8643,2.1015,2.753,4.5973,1.6865,3.8879
1567,test0,1.8987,3.6184,1.207,2.159,3.4791,6.3433,2.4445,3.6028
1009,Minimal,1.3224,2.12,0.8183,1.9264,2.4052,3.6849,1.5656,3.4554
1489,modelk25,1.6858,2.8025,1.0334,2.3904,3.2278,5.0023,2.1008,4.5859
1522,grip2020,1.7262,2.7927,1.1185,2.3589,3.3295,5.137,2.2633,4.4973
1170,grip++baseline,1.3824,2.2912,0.8462,1.97,2.6272,4.1322,1.6861,3.7403
1349,gmnn,1.5094,2.5163,0.9313,2.1182,2.8266,4.5874,1.8046,3.9203
1297,qwer,1.4557,2.4003,0.9321,1.9775,2.7784,4.413,1.8419,3.7612
1444,ssss,1.6329,2.7203,1.0026,2.3059,2.898,4.7892,1.8332,3.9861
1551,modelk7,1.7807,2.9049,1.1347,2.4617,3.4028,5.267,2.2932,4.6333
1168,msformer_frame_conv,1.3804,2.4701,0.7802,1.9723,2.6008,4.5042,1.5154,3.7321
1491,center-10,1.6901,2.7945,1.0829,2.2867,3.2277,4.9767,2.2246,4.2823
1459,apok13,1.6482,2.7129,1.0071,2.3705,3.1821,4.9549,2.0802,4.4753
1200,Type64New40,1.3961,2.5736,0.7921,1.9178,2.5956,4.6127,1.5088,3.6273
1221,tyy-ato,1.4074,2.6253,0.767,1.9887,2.6338,4.7625,1.4886,3.718
1117,GRIP0020,1.3545,2.3233,0.8047,1.9232,2.5609,4.2492,1.5489,3.6942
1281,f223asdvpasdpp,1.4472,3.0917,0.7368,1.8249,2.6689,5.5514,1.4116,3.3632
1714,Grip_type_head,28.8407,29.9429,28.0724,29.8641,29.151,32.2097,27.4925,30.7426
1244,msformer_187_16,1.4237,2.4517,0.816,2.0911,2.6356,4.4236,1.5685,3.8235
1727,sg-ty5,98.2805,96.9936,99.2908,96.7868,98.459,97.1382,99.7056,96.3732
